_REF_DATE_,GEO,DGUID,Statistic,Expenditures,UOM,VALUE
2011,Alberta,2016A000248,Average expenditure per household,Self-made alcoholic beverages,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Self-made alcoholic beverages,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Self-made alcoholic beverages,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Self-made alcoholic beverages,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Self-made alcoholic beverages,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Self-made alcoholic beverages,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Self-made alcoholic beverages,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Other games of chance,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Other games of chance,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Other games of chance,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Other games of chance,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Other games of chance,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Other games of chance,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Other games of chance,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Other games of chance,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,"Casinos, bingos and gaming machines",Dollars,
2011,Alberta,2016A000248,Average expenditure per household,"Casinos, bingos and gaming machines",Dollars,
2012,Alberta,2016A000248,Average expenditure per household,"Casinos, bingos and gaming machines",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Casinos, bingos and gaming machines",Dollars,
2014,Alberta,2016A000248,Average expenditure per household,"Casinos, bingos and gaming machines",Dollars,
2015,Alberta,2016A000248,Average expenditure per household,"Casinos, bingos and gaming machines",Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Casinos, bingos and gaming machines",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Casinos, bingos and gaming machines",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Non-government lotteries and raffle tickets,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Non-government lotteries and raffle tickets,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Non-government lotteries and raffle tickets,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Non-government lotteries and raffle tickets,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Non-government lotteries and raffle tickets,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Non-government lotteries and raffle tickets,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Non-government lotteries and raffle tickets,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Non-government lotteries and raffle tickets,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Stock and bond commissions,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Contributions and dues for social clubs and other organizations,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Funeral services,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Funeral services,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Other goods and services,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Other goods and services,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Other goods and services,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Other goods and services,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Other goods and services,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Other goods and services,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Discounts and refunds,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Discounts and refunds,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Discounts and refunds,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Discounts and refunds,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Discounts and refunds,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Recycling fees and other environmental fees,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Recycling fees and other environmental fees,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Other general expenditures,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Other general expenditures,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Other general expenditures,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Other general expenditures,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Other general expenditures,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Other general expenditures,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Annuity contracts and transfers to RRIFs,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Annuity contracts and transfers to RRIFs,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Annuity contracts and transfers to RRIFs,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,All other expenses related to owned living quarters (excluding repairs and maintenance),Dollars,
2013,Alberta,2016A000248,Average expenditure per household,All other expenses related to owned living quarters (excluding repairs and maintenance),Dollars,
2014,Alberta,2016A000248,Average expenditure per household,All other expenses related to owned living quarters (excluding repairs and maintenance),Dollars,
2015,Alberta,2016A000248,Average expenditure per household,All other expenses related to owned living quarters (excluding repairs and maintenance),Dollars,
2016,Alberta,2016A000248,Average expenditure per household,All other expenses related to owned living quarters (excluding repairs and maintenance),Dollars,
2017,Alberta,2016A000248,Average expenditure per household,All other expenses related to owned living quarters (excluding repairs and maintenance),Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Tablet computers,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Tablet computers,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,"Property and school taxes, water and sewage charges for owned secondary residences",Dollars,
2011,Alberta,2016A000248,Average expenditure per household,"Property and school taxes, water and sewage charges for owned secondary residences",Dollars,
2012,Alberta,2016A000248,Average expenditure per household,"Property and school taxes, water and sewage charges for owned secondary residences",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Property and school taxes, water and sewage charges for owned secondary residences",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,"Communication and home security services, satellite radio and Internet for owned secondary residences",Dollars,
2011,Alberta,2016A000248,Average expenditure per household,"Communication and home security services, satellite radio and Internet for owned secondary residences",Dollars,
2012,Alberta,2016A000248,Average expenditure per household,"Communication and home security services, satellite radio and Internet for owned secondary residences",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Communication and home security services, satellite radio and Internet for owned secondary residences",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,E-Book readers,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,E-Book readers,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,E-Book readers,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,E-Book readers,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Wearable electronic devices,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Wearable electronic devices,Dollars,
